Scaled and translated NACA 2412
3.322741999999999862e+00 4.518260000000000054e-01
3.345381999999999856e+00 4.532519999999999882e-01
3.368030000000000079e+00 4.546839999999999771e-01
3.390684000000000253e+00 4.561259999999999759e-01
3.413342000000000098e+00 4.575759999999999827e-01
3.436005999999999894e+00 4.590339999999999976e-01
3.458674000000000248e+00 4.604980000000000184e-01
3.481346000000000274e+00 4.619679999999999898e-01
3.504018000000000299e+00 4.634440000000000226e-01
3.526693999999999996e+00 4.649280000000000079e-01
3.549369999999999692e+00 4.664159999999999973e-01
3.572046000000000276e+00 4.679099999999999926e-01
3.594719999999999693e+00 4.694099999999999939e-01
3.617393999999999998e+00 4.709160000000000013e-01
3.640061999999999909e+00 4.724260000000000126e-01
3.662726000000000148e+00 4.739419999999999744e-01
3.685381999999999714e+00 4.754639999999999977e-01
3.708026000000000266e+00 4.769900000000000251e-01
3.730649999999999800e+00 4.785240000000000049e-01
3.753248000000000140e+00 4.800619999999999887e-01
3.775802000000000103e+00 4.816039999999999766e-01
3.798288000000000331e+00 4.831500000000000239e-01
3.820662000000000003e+00 4.846960000000000157e-01
3.842858000000000107e+00 4.862400000000000055e-01
3.864773999999999710e+00 4.877719999999999834e-01
3.886249999999999982e+00 4.892839999999999967e-01
3.907067999999999763e+00 4.907599999999999740e-01
3.926946000000000048e+00 4.921780000000000044e-01
3.945573999999999693e+00 4.935160000000000102e-01
3.962679999999999758e+00 4.947520000000000251e-01
3.978094000000000019e+00 4.958739999999999815e-01
3.991786000000000278e+00 4.968759999999999843e-01
4.000000000000000000e+00 4.974799999999999778e-01
